sents,targets,Logistic Regression,Linear SVM,Neural Net
ложь_NOUN настолько_ADVB большой_COMP масса_NOUN медиа_NOUN агрессивно_ADVB бомбардировать_INFN защищаться_INFN невозможно_ADVB,1,1,1,1
итог_NOUN весь_ADJF вышеперечисленный_ADJF процесс_NOUN начинать_VERB страдать_INFN весь_ADJF орган_NOUN человек_NOUN стресс_NOUN бомбардировать_INFN,1,0,0,1
спецслужба_NOUN также_CONJ реагировать_VERB требование_NOUN птичник_NOUN прекратить_INFN бомбардировать_INFN секретный_ADJF дать_PRTF,1,0,1,0
россиянин_NOUN ежедневно_ADVB бомбардировать_INFN информация_NOUN фальсифицировать_PRTF лекарственный_ADJF средство_NOUN телепередача_NOUN радиопрограмма_NOUN печатный_ADJF продукция_NOUN пестрить_VERB сообщение_NOUN подделка_NOUN нигде_ADVB оговариваться_VERB речь_NOUN идти_VERB лишь_PRCL конкретный_ADJF серия_NOUN конкретный_ADJF препарат_NOUN речь_NOUN+идти_VERB речь_NOUN+идти_VERB речь_NOUN+идти_VERB,1,1,1,1
последний_ADJF серия_NOUN настолько_ADVB необычный_ADJS настолько_ADVB соответствовать_VERB представление_NOUN зритель_NOUN мочь_VERB заканчиваться_INFN аниме_NOUN сериал_NOUN просто_PRCL бомбардировать_INFN письмо_NOUN самый_ADJF разный_ADJF тональность_NOUN обычно_ADVB выражать_PRTF недоумение_NOUN повод_NOUN,1,1,1,1
вербовщик_NOUN приводить_VERB община_NOUN новоиспечённый_ADJF жертва_NOUN сектантство_NOUN бомбардировать_INFN любовь_NOUN говорят_CONJ ещё_PRCL методика_NOUN попрактиковаться_INFN вовсе_ADVB уберменш_NOUN стать_INFN,1,1,1,1
пока_ADVB недобросовестный_ADJF реклама_NOUN бомбардировать_INFN потребитель_NOUN многие_NPRO биолог_NOUN интенсивно_ADVB трудиться_VERB изучать_GRND старение_NOUN попытка_NOUN найти_INFN способ_NOUN замедлить_INFN процесс_NOUN повысить_INFN продолжительность_NOUN жизнь_NOUN,1,1,1,1
бомбардировать_INFN мозг_NOUN юрий_NOUN воронцов_NOUN подписать_VERB новый_ADJF редакция_NOUN,1,1,1,1
последний_ADJF время_NOUN отношение_NOUN реклама_NOUN становиться_VERB весь_ADJF пессимистичный_COMP бюджет_NOUN компания_NOUN разрастаться_VERB неимоверный_ADJF размер_NOUN привлекать_VERB скромность_NOUN простота_NOUN открытка_NOUN фон_NOUN прекращать_PRTF спам_NOUN производитель_NOUN реклама_NOUN забрасывать_VERB ящик_NOUN почтовый_ADJF электронный_ADJF бомбардировать_INFN орган_NOUN чувство_NOUN последний_ADJF+время_NOUN последний_ADJF+время_NOUN последний_ADJF+время_NOUN,1,1,1,1
последний_ADJF год_NOUN весь_ADJF мир_NOUN вендор_NOUN бомбардировать_INFN менеджер_NOUN безопасность_NOUN завлекать_PRTF утверждение_NOUN высокий_ADJF уровень_NOUN возврат_NOUN инвестиция_NOUN получить_VERB выбрать_VERB централизовать_PRTF система_NOUN видеонаблюдение_NOUN основать_PRTF сетевой_ADJF видеорегистратор_NOUN весь_ADJF+мир_NOUN последний_ADJF+год_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN,1,1,1,1
результат_NOUN завод_NOUN столкнуться_VERB массовый_ADJF побег_NOUN молодая_NOUN рабочий_NOUN родитель_NOUN причём_CONJ родитель_NOUN уверенный_ADJF свой_ADJF правота_NOUN начать_VERB бомбардировать_INFN обком_NOUN партия_NOUN жалоба_NOUN нечеловеческий_ADJF условие_NOUN работа_NOUN завод_NOUN 30_NUMR начать_VERB+бомбардировать_INFN начать_VERB+бомбардировать_INFN начать_VERB+бомбардировать_INFN,1,1,1,1
каждый_ADJF полка_NOUN широкий_ADJF разнообразие_NOUN товар_NOUN бомбардировать_INFN ощущение_NOUN чувство_NOUN бесконечный_ADJF набор_NOUN разноцветный_ADJF коробка_NOUN упаковка_NOUN трудно_ADVB что-либо_NPRO остановить_INFN свой_ADJF выбор_NOUN,1,1,1,1
беспрестанно_ADVB бомбардировать_INFN звонок_NOUN умолять_VERB вешать_INFN трубка_NOUN говорить_VERB мочь_VERB прерваться_INFN связь_NOUN плакать_VERB,1,1,1,1
последний_ADJF полгода_NOUN практически_ADVB научить_VERB оптимизатор_NOUN думать_INFN хотя_CONJ весь_ADJF равно_CONJ подавлять_PRTF большинство_NOUN пытаться_VERB работать_INFN старинка_NOUN массово_ADVB бомбардировать_INFN сайт_NOUN ссылка_NOUN весь_ADJF+равно_CONJ весь_ADJF+равно_CONJ весь_ADJF+равно_CONJ,1,1,1,1
новый_ADJF труд_NOUN практика_NOUN биржевой_ADJF спекуляция_NOUN знаменитый_ADJF автор_NOUN лорёл_NOUN кеннер_NOUN виктор_NOUN нидерхоффера_NOUN изучать_VERB основа_NOUN существующий_ADJF миф_NOUN пропаганда_NOUN ложный_ADJF информация_NOUN каждый_ADJF день_NOUN бомбардировать_INFN инвестор_NOUN абсолютно_ADVB весь_ADJF сми_NOUN каждый_ADJF+день_NOUN каждый_ADJF+день_NOUN каждый_ADJF+день_NOUN,1,1,1,1
сегодня_ADVB достигнуть_VERB абсурдный_ADJF уровень_NOUN ожидать_VERB рыдать_INFN утрата_NOUN джейд_NOUN гудеть_VERB бомбардировать_INFN выходка_NOUN недознаменитость_NOUN низкий_ADJF лига_NOUN чей_ADJF генетический_ADJF код_NOUN практически_ADVB цветной_ADJF капуста_NOUN ум_NOUN немного_ADVB маленький_COMP посудомоечный_ADJF машина_NOUN,1,0,1,0
чиновник_NOUN регулярно_ADVB бомбардировать_INFN свой_ADJF гражданин_NOUN сообщение_NOUN где-то_ADVB закрытый_ADJS крышка_NOUN люк_NOUN удалять_INFN читать_GRND ничто_NPRO кроме_PREP раздражение_NOUN дорогостоящий_ADJF система_NOUN вызвать_VERB регулярно_ADVB+бомбардировать_INFN регулярно_ADVB+бомбардировать_INFN регулярно_ADVB+бомбардировать_INFN,1,1,1,1
незадолго_ADVB окончание_NOUN период_NOUN регистрационный_ADJF служба_NOUN начинать_VERB бомбардировать_INFN заявитель_NOUN просьба_NOUN внести_INFN очередной_ADJF платёж_NOUN начинать_VERB+бомбардировать_INFN начинать_VERB+бомбардировать_INFN начинать_VERB+бомбардировать_INFN,1,1,1,1
видеть_VERB пять_ADJF глава_NOUN администратор_NOUN позволить_PRTF реклама_NOUN прокрасться_INFN кампус_NOUN утешать_VERB молодёжь_NOUN бомбардировать_INFN меркантилистский_ADJF внушение_NOUN парочка_NOUN лишний_ADJF убить_VERB зато_CONJ выручка_NOUN помочь_VERB финансировать_INFN ценный_ADJF учебный_ADJF программа_NOUN,1,1,1,1
