,index,class,sentid,lemmas,pos,concr,abstr
47,47,1,бомбардировать#48,"['сначала', 'нелишний', 'предпринять', 'нежный', 'разведка', 'аккуратно', 'уточнить', 'бесценный', 'приставать', 'лишний', 'возможность', 'красавица', 'флюид', 'знак-кавычки']","['CONJ', 'ADV', 'A - - sg brev n -', 'V pf - inf', 'A - acc sg plen f -', '«', 'S inan acc', '»', 'CONJ', 'ADV', 'V pf - inf', ',', 'ADV', 'A - nom sg plen m -', 'PART', 'V ipf praes indic', 'A - acc sg plen m inan', 'S inan acc', ',', 'CONJ', ',', 'PART', 'PART', ',', 'CONJ', 'S inan nom', 'V ipf praes indic', ',', 'CONJ', 'S anim nom', 'S inan ins', 'CONJ', 'V ipf praes indic', '.']",0.21200208191418632,0.22269134855939912
48,48,1,бомбардировать#49,"['министр', 'здравоохранение', 'соцразвития', 'михаил', 'зурабов', 'парламент', 'демографический', 'идея']","['S anim nom', 'S inan gen', 'CONJ', 'S inan acc', 'S anim nom', 'S anim nom', 'V ipf praes indic', 'S inan nom', 'A - ins pl plen - -', 'S inan ins', '.']",0.15556401072922854,0.2404988995614057
49,49,1,бомбардировать#50,"['компания', 'больше', 'абонент', 'кампания', 'подойти', 'вопрос', 'избирательно', 'утверждать', 'г-жа', 'шмидт', 'знак-кавычки']","['S inan nom', 'ADV', 'PART', 'V ipf praes indic', '«', 'V ipf - inf', 'S anim gen', 'A - ins pl plen - -', 'S inan ins', '»', ',', 'CONJ', 'ВМЕСТО', 'S - gen', 'V pf fut indic', 'К', 'S inan dat', 'ADV', 'ADV', ',', 'V ipf praes indic', 'S anim nom', 'S anim nom', '.']",0.18862464367196766,0.20705040511760006
50,50,1,бомбардировать#51,"['производитель', 'рынок', 'подобный', 'модель', 'буквально']","['CONJ', 'ADV', 'S anim nom', 'ADV', 'V ipf praes indic', 'S inan acc', 'A - ins pl plen - -', 'S inan ins', '?']",0.19753988189889377,0.22731006704164308
51,51,1,бомбардировать#52,"['заказать', 'козлов', 'френкель', 'пресса', 'письмо', 'донос', 'делать', 'глаз', 'общество', 'главный', 'враг', 'знак-кавычки', 'буквально']","['ADV', 'PART', '«', 'PARTCP', '»', 'S anim nom', 'S anim nom', 'ADV', 'V ipf praet indic', 'S inan acc', 'S inan ins', '-', 'S inan ins', 'НА', 'S anim gen', 'CONJ', 'NONLEX', ',', 'V ipf praes ger', 'SPRO', 'В', 'S inan loc', 'S inan gen', 'SPRO', 'A - ins sg plen m -', 'S anim ins', '?']",0.2057152065786872,0.2206228462633491
52,52,1,бомбардировать#53,"['гипотетичный', 'представить', 'повышение', 'скорость', 'количество', 'новый', 'элемент', 'старый', 'культура', 'большой', 'неизбежно', 'привести', 'разрушение', 'структура', 'выразиться', 'культурообразующий', 'энергия', 'превзойти']","['A - - sg brev n -', 'ADV', 'V ipf praet indic', 'PART', 'ADV', 'V pf - inf', 'SPRO', ',', 'CONJ', 'S inan nom', 'S inan gen', 'CONJ', 'S inan nom', 'A - gen pl plen - -', 'S inan gen', 'PARTCP', 'A - acc sg plen f -', 'S inan acc', 'ADV', 'A - - sg brev n -', ',', 'CONJ', 'SPRO', 'ADV', 'V pf fut indic', 'К', 'S inan dat', 'A - gen sg plen f -', 'S inan gen', ',', 'CONJ', 'S inan nom', 'A - gen pl plen - -', 'S inan gen', 'ПО', 'A - gen sg plen f -', ',', 'CONJ', 'ADV', 'ADV', 'V pf - inf', 'A - gen sg plen f -', 'S inan gen', ',', 'V pf fut indic', 'A - acc sg plen f -', '.']",0.16334334656923577,0.2466874475541223
53,53,1,бомбардировать#54,"['явно', 'потрясти', 'удаться', 'обнаружить', 'документ', 'вивер', 'начало', 'предшественник', 'должность', 'уоттс', 'электронный', 'письмо', 'сообщать', 'преждевременный', 'сверхоптимистичный', 'данные', 'запас', 'создать', 'ложный', 'представление', 'компания', 'знак-кавычки', 'знак-кавычки']","['ADV', 'PARTCP', 'S - ins', ',', 'CONJ', 'SPRO', 'V pf praet indic', 'V pf - inf', 'В', 'A - loc pl plen - -', 'S inan loc', ',', 'PART', 'PART', 'S anim nom', 'S inan gen', 'V ipf - inf', 'A - gen sg plen m -', 'S anim gen', 'В', 'S inan loc', 'S anim gen', 'A - ins pl plen - -', 'S inan ins', ',', 'PARTCP', 'О', 'S - loc', ',', 'CONJ', '«', 'A - nom pl plen - -', '»', 'CONJ', '«', 'A - gen sg plen m -', '»', 'S inan nom', 'О', 'S inan loc', 'V pf praet indic', 'A - acc sg plen n inan', 'S inan acc', 'О', 'S inan loc', '.']",0.18169836730702862,0.22080949422261742
54,54,1,бомбардировать#55,"['исследование', 'процент-знак', 'население', 'сша', 'считать', 'постоянно', 'реклама', 'уверенный', 'оказывать', 'никакой', 'влияние', 'потребительский', 'выбор']","['СОГЛАСНО', 'A - dat sg plen m -', 'S inan dat', ',', 'NUM', 'S inan nom', 'S inan gen', 'S inan gen', 'V ipf praes indic', ',', 'CONJ', 'A - nonflex nonflex plen - -', 'ADV', 'V ipf praes indic', 'S inan ins', ',', 'CONJ', 'NUM', 'S', 'A - - pl brev - -', ',', 'CONJ', 'S inan nom', 'PART', 'V ipf praes indic', 'A - gen sg plen n -', 'S inan gen', 'НА', 'A - nonflex nonflex plen - -', 'A - acc sg plen m inan', 'S inan acc', '.']",0.1626555725265167,0.22434783906829145
55,55,1,бомбардировать#56,"['напротив', 'рок-музыка', 'насильно', 'проповедь', 'взрослый', 'секс', 'извращение', 'подталкивать', 'извращенный', 'половый', 'поведение']","['ADV', ',', 'S inan nom', 'ADV', 'V ipf praes indic', 'SPRO', 'S inan ins', 'A - gen sg plen m -', 'S inan gen', 'CONJ', 'PART', 'S inan gen', ',', 'V ipf praes ger', 'SPRO', 'К', 'A - dat sg plen m -', 'A - dat sg plen n -', 'S inan dat', '.']",0.19930569466222,0.2698133051717279
56,56,1,бомбардировать#57,"['источник', 'бесконечный', 'факт', 'число', 'теория', 'понятие']","['A - nom pl plen - -', 'S inan nom', 'V ipf praes indic', 'SPRO', 'V ipf - inf', 'A - ins pl plen - -', 'S inan ins', 'CONJ', 'S inan ins', ',', 'S inan ins', 'CONJ', 'S inan ins', '.']",0.15148250780224684,0.2705275352130965
57,57,1,бомбардировать#58,"['фильм', 'должный', 'быстрый', 'зритель', 'дать', 'расслабиться']","['S inan nom', 'A - - pl brev - -', 'V ipf - inf', 'A - ins pl plen - -', ',', 'V ipf - inf', 'S anim gen', ',', 'PART', 'V pf - inf', 'SPRO', 'V pf - inf', '.']",0.18270542393702402,0.21409574986387794
58,58,1,бомбардировать#59,"['один', 'брат', 'держаться', 'особняком', 'остальной', 'время', 'врач', 'устный', 'письменный', 'заявление', 'нормальный', 'должный', 'сидеть', 'психушка']","['PART', ',', 'ADV', 'PART', ',', 'A - nom sg plen m -', 'ИЗ', 'S anim gen', 'V ipf praet indic', 'ADV', 'ОТ', 'A - loc pl plen - -', 'CONJ', 'A - acc pl plen - inan', 'S inan acc', 'V ipf praet indic', 'S anim gen', 'A - ins pl plen - -', 'CONJ', 'A - ins pl plen - -', 'S inan ins', 'О', 'S - loc', ',', 'CONJ', 'SPRO', 'A - nom sg plen m -', 'CONJ', 'PART', 'A - - sg brev m -', 'V ipf - inf', 'В', 'S inan loc', '.']",0.18448698334498642,0.21146422993691297
59,59,1,бомбардировать#60,"['услуга', 'рекрутмент', 'признать', 'профессиональный', 'сервис', 'брокерство', 'резюме', 'соискатель', 'который', 'клиент', 'агентство', 'подбор', 'кандидат', 'знать', 'представить', 'компания']","['PART', 'ADV', 'S inan nom', 'S inan gen', 'V ipf praes indic', 'PARTCP', 'A - ins sg plen m -', 'S inan ins', ',', 'CONJ', 'PART', 'S inan ins', 'S inan nonflex', 'S anim gen', ',', 'A - ins pl plen - -', 'V ipf praes indic', 'S anim acc', 'S inan gen', 'ПО', 'S inan dat', ',', 'ПРИ', 'S - loc', 'S anim nom', 'PART', 'PART', 'ADV', 'V ipf praes indic', 'О', 'S - loc', ',', 'CONJ', 'S inan nom', 'SPRO', 'V pf praet indic', 'PR', 'S anim gen', 'В', 'A - acc sg plen f -', 'CONJ', 'A - acc sg plen f -', 'S inan acc', '.']",0.1653397744253419,0.23280506769070364
60,60,1,бомбардировать#61,"['интересно', 'происходить', 'потребитель', 'ежедневно', 'больший', 'количество', 'повторяться', 'реклама', 'один', 'марка']","['ADV', ',', 'CONJ', 'V ipf praes indic', ',', 'CONJ', 'S anim gen', 'ADV', 'V ipf praes indic', 'A - nom sg plen n -', 'S inan nom', 'PARTCP', 'S inan gen', 'A - gen sg plen f -', 'S inan gen', '?']",0.17880075340226498,0.2151398213775253
61,61,1,бомбардировать#62,"['близко', 'год', 'публикация', 'апокалипсис', 'основать', 'календарь', 'майя', 'регулярный', 'объявление', 'конец', 'свет']","['CONJ', 'ADV', 'NUM', 'S inan acc', ',', 'CONJ', 'ADV', 'SPRO', 'V ipf praes indic', 'S inan ins', 'ОБ', 'S inan loc', ',', 'PARTCP', 'НА', 'S inan loc', 'S inan gen', ',', 'CONJ', 'A - ins pl plen - -', 'S inan ins', 'О', 'S inan loc', 'S inan gen', '.']",0.18705297606683405,0.20671584765955908
62,62,1,бомбардировать#63,"['регулярно', 'писать', 'письмо', 'заботливо', 'справляться', 'состояние', 'здоровье', 'подробный', 'отчет', 'достоинство', 'джулиана', 'красота', 'успех', 'учеба']","['ADV', 'V ipf praet indic', 'SPRO', 'S inan gen', ',', 'ADV', 'V ipf praet indic', 'О', 'S inan loc', 'A - nonflex nonflex plen - -', 'S inan gen', 'CONJ', 'V ipf praet indic', 'SPRO', 'A - ins pl plen - -', 'S inan ins', 'О', 'S inan loc', 'S anim gen', ',', 'A - nonflex nonflex plen - -', 'S inan dat', 'CONJ', 'S inan loc', 'В', 'S inan loc', '.']",0.18377463289942106,0.2361134528077097
63,63,1,бомбардировать#64,"['год', 'п.', 'л.', 'капица', 'вождь', 'сталин', 'г.', 'м.', 'маленков', 'берия', 'письмо', 'который', 'утверждаться', 'опыт', 'война', 'совершенно', 'изменить', 'представление', 'роль', 'значение', 'наука', 'приводиться', 'аргумент', 'польза', 'создание', 'особый', 'вуз', 'полноценный', 'раскрыться', 'специальный', 'метод', 'обучение', 'рассчитать', 'максимальный', 'развитие', 'творческий', 'инициатива', 'индивидуально', 'приспособить', 'особенность', 'каждый', 'учащийся', 'знак-кавычки', 'буквально']","['В', 'NUM', '-', 'NUM', 'S inan loc', 'S - nonflex', 'S - nonflex', 'S anim nom', 'ADV', 'V ipf praet indic', 'S anim gen', '-', 'CONJ', 'В.', 'S anim gen', ',', 'S - nonflex', 'S - nonflex', 'S anim gen', ',', 'S - nonflex', 'S inan nonflex', 'S anim acc', '-', 'S inan ins', ',', 'В', 'A - loc pl plen - -', 'V ipf praet indic', ',', 'CONJ', 'S inan nom', 'S inan gen', 'ADV', 'V pf praet indic', 'S inan acc', 'О', 'S inan loc', 'CONJ', 'S inan loc', 'S inan gen', ',', 'V ipf praet indic', 'S inan nom', 'В', 'S inan acc', 'S inan gen', 'A - gen sg plen m -', 'S inan gen', ',', 'В', 'A - loc sg plen m -', 'A comp2 - - plen - -', 'V pf praet indic', 'PART', '«', 'A - nom pl plen - -', 'S inan nom', 'S inan gen', ',', 'PARTCP', 'НА', 'A - acc sg plen n inan', 'S inan acc', 'A - gen sg plen f -', 'S inan gen', 'CONJ', 'ADV', 'PARTCP', 'К', 'S inan dat', 'A - gen sg plen m -', 'S anim acc', '»', '.']",0.16617217426331216,0.25288597758679837
64,64,1,бомбардировать#65,"['битва', 'сознание', 'потребитель', 'восприниматься', 'своеобразный', 'игра', 'компания', 'стремиться', 'заполучить', 'расположение', 'реклама', 'акция', 'ока', 'интерес', 'понаблюдать', 'попытка', 'знак-кавычки']","['«', '“', 'S inan nom', 'ЗА', 'S inan acc', 'S anim gen', '”', 'V ipf praes indic', 'CONJ', 'A - nom sg plen f -', 'S inan nom', ':', 'S inan gen', 'V ipf praes indic', 'V pf - inf', 'A - acc sg plen n inan', 'S inan nom', 'CONJ', 'V ipf praes indic', 'SPRO', 'S inan ins', 'CONJ', 'NONLEX', '-', 'S inan ins', '—', 'S inan nom', ',', 'SPRO', 'С', 'S inan ins', 'V pf - imper', 'ЗА', 'A - ins pl plen - -', 'S inan ins', '»']",0.17294162258267598,0.24936752240433008
65,65,1,бомбардировать#66,"['долгий', 'неделя', 'крупный', 'событие', 'свидетельство', 'очевидец', 'сотня', 'прокручивать', 'один', 'кадры', 'шокировать', 'ранее', 'неизвестный', 'подробность']","['A - acc pl plen - inan', 'S inan acc', 'ПОСЛЕ', 'A - gen sg plen m -', 'S inan gen', 'SPRO', 'V ipf praes indic', 'S inan ins', 'S anim gen', ',', 'S inan nom', 'S inan acc', 'V ipf praes indic', 'A - nom pl plen - -', 'CONJ', 'A - nom pl plen - -', 'PART', 'S inan nom', ',', 'V ipf praes indic', 'ADV', 'A - ins pl plen - -', 'S inan ins', '.']",0.1690962463217743,0.21297844814089253
66,66,1,бомбардировать#67,"['реклама', 'персонально', 'знак-кавычки']","['CONJ', 'PART', 'ADV', 'ЧЕРЕЗ', 'SPRO', 'ADV', 'V ipf - inf', 'SPRO', 'S inan ins', '«', 'ADV', '»', '.']",0.18160125586249531,0.19565831051009475
67,67,1,бомбардировать#68,"['день', 'протяжение', 'который', 'страна', 'разоблачение', 'размах', 'выходить', 'рамка', 'трагический', 'событие', 'зима', 'год', 'нант', 'буквально']","['NUM', 'S inan gen', ',', 'НА', 'S inan loc', 'A - gen pl plen - -', 'S inan acc', 'ADV', 'V ipf praet indic', 'S inan ins', ',', 'A - nom sg plen m -', 'S inan nom', 'V ipf praet indic', 'ЗА', 'S inan acc', 'A - gen pl plen - -', 'S inan gen', 'S inan gen', 'NUM', 'S inan gen', 'В', 'S inan loc', '.']",0.1775184842487872,0.22964971756463004
68,68,1,бомбардировать#69,"['настойчивость', 'достойный', 'лучший', 'применение', 'сообщник', 'высокохудожественный', 'рецензия', 'знак-кавычки']","['С', 'S inan ins', ',', 'A - dat sg plen f -', 'A supr gen sg plen n -', 'S inan gen', ',', 'SPRO', 'V ipf praes indic', 'S anim acc', 'A - ins pl plen - -', '""', 'A - nom sg plen f -', '""', 'S inan nom', '.']",0.18453601767693192,0.27240427433547043
69,69,1,бомбардировать#70,"['целый', 'год', 'безрезультатно', 'высший', 'инстанция', 'рапорт', 'просьба', 'отправить', 'фронт', 'июнь', 'го', 'попросту', 'сбежать', 'война', 'опытный', 'истребитель', 'лагга', 'сделать', 'прощание', 'мертвый', 'петля', 'мост', 'волга', 'знак-кавычки', 'знак-кавычки']","['A - acc sg plen m inan', 'S inan acc', 'SPRO', 'ADV', '""', 'V ipf praet indic', '""', 'A supr acc pl plen - inan', 'S inan acc', 'S inan ins', 'С', 'S inan ins', 'V pf - inf', 'SPRO', 'НА', 'S inan acc', ',', 'CONJ', 'В', 'S inan loc', 'NUM', '-', 'S inan nonflex', 'ADV', 'V pf praet indic', 'НА', 'S inan acc', 'НА', 'A - loc sg plen m -', 'S inan loc', 'S anim gen', '-', 'NUM', ',', 'V pf praet ger', 'НА', 'S inan acc', 'NUM', '""', 'A - acc pl plen - inan', 'S inan gen', '""', 'ПОД', 'S inan ins', 'ЧЕРЕЗ', 'S inan acc', '.']",0.20492115489101118,0.20843326547264673
